time,RSSI,time,lat,long,GPS MSL,SVs,time,acceleration,time,pressure,Pressure MSL,Pressure AGL,time,comp. bat. voltage,time,state,A cont.,B cont.,C cont.,D cont.,A on., B on,C on,D on,time,eject. bat. voltage,time,GPS Time of Week, valid leap seconds, leap seconds,time,temperature
383.952,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384.077,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384.219,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384.327,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384.452,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384.563,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384.702,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384.827,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384.938,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385.046,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385.188,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385.296,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385.421,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385.531,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385.656,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385.781,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385.906,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386.015,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386.125,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386.265,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386.39,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386.5,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386.608,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386.75,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386.875,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386.983,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387.108,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387.219,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387.358,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387.469,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387.594,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387.702,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387.844,-101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387.952,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388.077,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388.188,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388.327,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388.438,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388.563,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388.671,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388.813,-101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388.921,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389.046,-102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389.156,-101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389.281,-103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389.421,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389.531,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389.64,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389.765,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389.89,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390.125,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390.233,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390.375,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390.483,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390.608,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390.719,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390.827,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390.969,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391.094,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391.202,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391.313,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391.452,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391.563,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391.671,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391.796,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391.938,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392.046,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392.156,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392.281,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392.39,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392.531,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392.64,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392.765,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392.89,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393.015,-101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393.125,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393.25,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393.358,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393.5,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393.608,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393.733,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393.844,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393.983,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394.108,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394.219,-103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394.344,-104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394.452,-102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394.594,-102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394.702,-102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394.813,-102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394.938,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395.077,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395.188,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395.313,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395.421,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395.563,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395.671,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395.781,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395.906,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396.046,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396.156,-101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396.265,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396.39,-103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396.5,-102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396.64,-103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396.75,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396.875,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396.983,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397.125,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397.233,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397.358,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397.469,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397.608,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397.733,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397.844,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397.969,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398.108,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398.219,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398.327,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398.452,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398.577,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398.719,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398.827,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398.938,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399.063,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399.202,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399.313,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399.421,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399.546,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399.688,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399.796,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399.906,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400.031,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400.156,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400.265,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400.39,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400.5,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400.625,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400.765,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400.875,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400.983,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401.108,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401.25,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401.358,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401.469,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401.594,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401.733,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401.844,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401.969,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402.077,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402.219,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402.327,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402.452,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402.563,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402.671,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402.813,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402.938,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403.046,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403.156,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403.296,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403.406,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403.531,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403.64,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403.781,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403.906,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404.015,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404.125,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404.25,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404.39,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404.5,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404.608,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404.733,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404.875,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404.983,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405.094,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405.219,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405.358,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405.469,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405.577,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405.702,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405.844,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405.952,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406.063,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406.188,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406.296,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406.438,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406.563,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406.671,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406.796,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406.921,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407.046,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407.156,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407.281,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407.406,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407.531,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407.64,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407.765,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407.89,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408.015,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408.125,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408.25,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408.358,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408.5,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408.625,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408.733,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408.858,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408.983,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409.108,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409.219,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409.327,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409.469,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409.594,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409.702,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409.827,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409.969,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410.077,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410.188,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410.296,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410.421,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410.546,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410.671,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410.796,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410.906,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411.046,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411.156,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411.281,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411.39,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411.531,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411.64,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411.75,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411.858,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411.983,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412.125,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412.233,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412.358,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412.469,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412.608,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412.719,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412.844,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412.952,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413.094,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413.202,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413.313,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413.438,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413.577,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413.688,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413.813,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413.921,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414.031,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414.171,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414.281,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414.406,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414.515,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414.656,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414.765,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414.89,-101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415.015,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415.14,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415.265,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415.375,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415.5,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415.625,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415.75,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415.858,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415.983,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416.094,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416.233,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416.344,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416.469,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416.577,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416.719,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416.827,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416.952,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417.063,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417.202,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417.313,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417.421,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417.546,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417.656,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417.796,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417.906,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418.015,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418.14,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418.281,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418.39,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418.5,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418.625,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418.75,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418.875,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418.983,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419.094,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419.219,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419.344,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419.469,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419.577,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419.702,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419.827,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419.952,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.063,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.171,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.313,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.421,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.531,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.656,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.765,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.906,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421.015,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421.125,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421.25,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421.375,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421.5,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421.608,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421.733,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421.875,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421.983,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422.108,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422.219,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422.358,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422.483,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422.594,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422.719,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422.827,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422.969,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423.077,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423.202,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423.313,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423.452,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423.563,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423.688,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423.796,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423.938,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424.063,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424.171,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424.296,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424.438,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424.546,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424.671,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424.781,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424.89,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425.031,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425.14,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425.265,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425.375,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425.515,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425.64,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425.75,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425.858,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426.125,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426.233,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426.344,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426.483,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426.594,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426.719,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
