time,RSSI,time,lat,long,GPS MSL,SVs,time,acceleration,time,pressure,Pressure MSL,Pressure AGL,time,comp. bat. voltage,time,state,A cont.,B cont.,C cont.,D cont.,A on., B on,C on,D on,time,eject. bat. voltage,time,GPS Time of Week, valid leap seconds, leap seconds,time,temperature
1083.8,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083.91,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084.02,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084.14,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084.25,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084.39,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084.5,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084.61,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084.73,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084.86,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084.97,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085.09,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085.2,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085.34,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085.45,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085.58,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085.69,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085.8,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085.94,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086.06,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086.17,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086.28,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086.42,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086.53,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086.66,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086.77,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086.91,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087.02,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087.12,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087.25,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087.36,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087.5,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087.61,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087.73,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087.84,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087.98,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088.09,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088.2,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088.31,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088.45,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088.56,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088.69,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088.8,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088.91,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089.05,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089.17,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089.28,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089.41,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089.55,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089.66,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089.77,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089.87,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090.02,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090.12,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090.25,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090.36,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090.5,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090.61,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090.72,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090.84,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090.95,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091.09,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091.2,-103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091.31,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091.44,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091.56,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091.69,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091.8,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091.92,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092.06,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092.17,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092.3,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092.41,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092.53,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092.67,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092.78,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092.91,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093.02,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093.16,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093.28,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093.41,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093.52,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093.66,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093.78,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093.89,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094.02,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094.16,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094.27,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094.39,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094.52,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094.66,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094.77,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094.87,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095.11,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095.25,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095.37,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095.48,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095.59,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095.73,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095.86,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095.98,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096.09,-101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096.23,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096.36,-101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096.47,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096.59,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096.73,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096.84,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096.97,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097.08,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097.19,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097.33,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097.44,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097.56,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097.67,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097.81,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097.94,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098.06,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098.17,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098.31,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098.42,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098.55,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098.67,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098.8,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098.92,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099.03,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099.16,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099.27,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099.41,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099.52,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099.64,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099.75,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099.89,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,-102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100.11,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100.22,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100.36,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100.47,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100.58,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100.7,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100.81,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100.95,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101.06,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101.17,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101.3,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101.42,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101.55,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101.67,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101.78,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101.92,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102.03,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102.14,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102.27,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102.39,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102.52,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102.62,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102.73,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102.86,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102.98,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103.11,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103.23,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103.34,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103.48,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103.61,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103.72,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103.84,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103.98,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104.09,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104.2,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104.33,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104.45,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104.58,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104.69,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104.8,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104.92,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105.06,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105.17,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105.3,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105.42,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105.56,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105.67,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105.78,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105.89,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106.03,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106.16,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106.27,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106.37,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106.52,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106.64,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106.75,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106.87,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106.98,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107.12,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107.23,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107.36,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107.47,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107.61,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107.73,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107.84,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107.97,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108.11,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108.22,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108.33,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108.45,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108.59,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108.7,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108.83,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108.94,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109.06,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109.2,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109.31,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109.42,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109.53,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109.67,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109.78,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109.91,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110.03,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110.16,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110.27,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110.39,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110.5,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110.61,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110.75,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110.86,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110.97,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111.08,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111.22,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111.34,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111.45,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111.58,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111.72,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111.83,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111.94,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112.05,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112.17,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112.3,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112.42,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112.53,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112.64,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112.78,-102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112.91,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113.03,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113.14,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113.28,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113.39,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113.52,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113.62,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113.77,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113.87,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114.11,-103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114.23,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114.37,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114.48,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114.59,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114.72,-101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114.84,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114.97,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115.08,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115.19,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115.33,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115.44,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115.56,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115.67,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115.81,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115.92,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116.05,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116.17,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116.28,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116.42,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116.53,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116.66,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116.78,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116.92,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117.03,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117.14,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117.27,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117.41,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117.52,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117.62,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117.75,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117.87,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118.11,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118.23,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118.34,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118.48,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118.59,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118.7,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118.83,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118.97,-102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119.08,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119.2,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119.31,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119.45,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119.56,-102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119.69,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119.8,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119.94,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120.06,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120.17,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120.28,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120.41,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120.53,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120.64,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120.75,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120.87,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121.12,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121.25,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121.36,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121.5,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121.62,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121.73,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121.84,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121.97,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122.09,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122.22,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122.33,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122.45,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122.58,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122.7,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122.81,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122.94,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123.06,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123.19,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123.3,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123.42,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123.56,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123.67,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123.78,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123.91,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124.02,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124.16,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124.27,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124.39,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124.5,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124.64,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124.77,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124.87,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124.98,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125.12,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125.25,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125.37,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125.48,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
